variable_name,value,value_label
fips,29033.0,"Carroll, MO"
fips,29035.0,"Carter, MO"
fips,29037.0,"Cass, MO"
fips,29039.0,"Cedar, MO"
fips,29041.0,"Chariton, MO"
fips,29043.0,"Christian, MO"
fips,29045.0,"Clark, MO"
fips,29047.0,"Clay, MO"
fips,29049.0,"Clinton, MO"
fips,29051.0,"Cole, MO"
fips,29053.0,"Cooper, MO"
fips,29055.0,"Crawford, MO"
fips,29057.0,"Dade, MO"
fips,29059.0,"Dallas, MO"
fips,29061.0,"Daviess, MO"
fips,29063.0,"De Kalb, MO"
fips,29065.0,"Dent, MO"
fips,29067.0,"Douglas, MO"
fips,29069.0,"Dunklin, MO"
fips,29071.0,"Franklin, MO"
fips,29073.0,"Gasconade, MO"
fips,29075.0,"Gentry, MO"
fips,29077.0,"Greene, MO"
fips,29079.0,"Grundy, MO"
fips,29081.0,"Harrison, MO"
fips,29083.0,"Henry, MO"
fips,29085.0,"Hickory, MO"
fips,29087.0,"Holt, MO"
fips,29089.0,"Howard, MO"
fips,29091.0,"Howell, MO"
fips,29093.0,"Iron, MO"
fips,29095.0,"Jackson, MO"
fips,29097.0,"Jasper, MO"
fips,29099.0,"Jefferson, MO"
fips,29101.0,"Johnson, MO"
fips,29103.0,"Knox, MO"
fips,29105.0,"Laclede, MO"
fips,29107.0,"Lafayette, MO"
fips,29109.0,"Lawrence, MO"
fips,29111.0,"Lewis, MO"
fips,29113.0,"Lincoln, MO"
fips,29115.0,"Linn, MO"
fips,29117.0,"Livingston, MO"
fips,29119.0,"McDonald, MO"
fips,29121.0,"Macon, MO"
fips,29123.0,"Madison, MO"
fips,29125.0,"Maries, MO"
fips,29127.0,"Marion, MO"
fips,29129.0,"Mercer, MO"
fips,29131.0,"Miller, MO"
fips,29133.0,"Mississippi, MO"
fips,29135.0,"Moniteau, MO"
fips,29137.0,"Monroe, MO"
fips,29139.0,"Montgomery, MO"
fips,29141.0,"Morgan, MO"
fips,29143.0,"New Madrid, MO"
fips,29145.0,"Newton, MO"
fips,29147.0,"Nodaway, MO"
fips,29149.0,"Oregon, MO"
fips,29151.0,"Osage, MO"
fips,29153.0,"Ozark, MO"
fips,29155.0,"Pemiscot, MO"
fips,29157.0,"Perry, MO"
fips,29159.0,"Pettis, MO"
fips,29161.0,"Phelps, MO"
fips,29163.0,"Pike, MO"
fips,29165.0,"Platte, MO"
fips,29167.0,"Polk, MO"
fips,29169.0,"Pulaski, MO"
fips,29171.0,"Putnam, MO"
fips,29173.0,"Ralls, MO"
fips,29175.0,"Randolph, MO"
fips,29177.0,"Ray, MO"
fips,29179.0,"Reynolds, MO"
fips,29181.0,"Ripley, MO"
fips,29183.0,"St. Charles, MO"
fips,29185.0,"St. Clair, MO"
fips,29186.0,"Ste. Genevieve, MO"
fips,29187.0,"St. Francois, MO"
fips,29189.0,"St. Louis, MO"
fips,29195.0,"Saline, MO"
fips,29197.0,"Schuyler, MO"
fips,29199.0,"Scotland, MO"
fips,29201.0,"Scott, MO"
fips,29203.0,"Shannon, MO"
fips,29205.0,"Shelby, MO"
fips,29207.0,"Stoddard, MO"
fips,29209.0,"Stone, MO"
fips,29211.0,"Sullivan, MO"
fips,29213.0,"Taney, MO"
fips,29215.0,"Texas, MO"
fips,29217.0,"Vernon, MO"
fips,29219.0,"Warren, MO"
fips,29221.0,"Washington, MO"
fips,29223.0,"Wayne, MO"
fips,29225.0,"Webster, MO"
fips,29227.0,"Worth, MO"
fips,29229.0,"Wright, MO"
fips,29510.0,"St. Louis city, MO"
fips,30000.0,MONTANA
fips,30001.0,"Beaverhead, MT"
fips,30003.0,"Big Horn, MT"
fips,30005.0,"Blaine, MT"
fips,30007.0,"Broadwater, MT"
fips,30009.0,"Carbon, MT"
fips,30011.0,"Carter, MT"
fips,30013.0,"Cascade, MT"
fips,30015.0,"Chouteau, MT"
fips,30017.0,"Custer, MT"
fips,30019.0,"Daniels, MT"
fips,30021.0,"Dawson, MT"
fips,30023.0,"Deer Lodge, MT"
fips,30025.0,"Fallon, MT"
fips,30027.0,"Fergus, MT"
fips,30029.0,"Flathead, MT"
fips,30031.0,"Gallatin, MT"
fips,30033.0,"Garfield, MT"
fips,30035.0,"Glacier, MT"
fips,30037.0,"Golden Valley, MT"
fips,30039.0,"Granite, MT"
fips,30041.0,"Hill, MT"
fips,30043.0,"Jefferson, MT"
fips,30045.0,"Judith Basin, MT"
fips,30047.0,"Lake, MT"
fips,30049.0,"Lewis and Clark, MT"
fips,30051.0,"Liberty, MT"
fips,30053.0,"Lincoln, MT"
fips,30055.0,"McCone, MT"
fips,30057.0,"Madison, MT"
fips,30059.0,"Meagher, MT"
fips,30061.0,"Mineral, MT"
fips,30063.0,"Missoula, MT"
fips,30065.0,"Musselshell, MT"
fips,30067.0,"Park, MT"
fips,30069.0,"Petroleum, MT"
fips,30071.0,"Phillips, MT"
fips,30073.0,"Pondera, MT"
fips,30075.0,"Powder River, MT"
fips,30077.0,"Powell, MT"
fips,30079.0,"Prairie, MT"
fips,30081.0,"Ravalli, MT"
fips,30083.0,"Richland, MT"
fips,30085.0,"Roosevelt, MT"
fips,30087.0,"Rosebud, MT"
fips,30089.0,"Sanders, MT"
fips,30091.0,"Sheridan, MT"
fips,30093.0,"Silver Bow, MT"
fips,30095.0,"Stillwater, MT"
fips,30097.0,"Sweet Grass, MT"
fips,30099.0,"Teton, MT"
fips,30101.0,"Toole, MT"
fips,30103.0,"Treasure, MT"
fips,30105.0,"Valley, MT"
fips,30107.0,"Wheatland, MT"
fips,30109.0,"Wibaux, MT"
fips,30111.0,"Yellowstone, MT"
fips,30113.0,Yellowstone National
fips,31000.0,NEBRASKA
fips,31001.0,"Adams, NE"
fips,31003.0,"Antelope, NE"
fips,31005.0,"Arthur, NE"
fips,31007.0,"Banner, NE"
fips,31009.0,"Blaine, NE"
fips,31011.0,"Boone, NE"
fips,31013.0,"Box Butte, NE"
fips,31015.0,"Boyd, NE"
fips,31017.0,"Brown, NE"
fips,31019.0,"Buffalo, NE"
fips,31021.0,"Burt, NE"
fips,31023.0,"Butler, NE"
fips,31025.0,"Cass, NE"
fips,31027.0,"Cedar, NE"
fips,31029.0,"Chase, NE"
fips,31031.0,"Cherry, NE"
fips,31033.0,"Cheyenne, NE"
fips,31035.0,"Clay, NE"
fips,31037.0,"Colfax, NE"
fips,31039.0,"Cuming, NE"
fips,31041.0,"Custer, NE"
fips,31043.0,"Dakota, NE"
fips,31045.0,"Dawes, NE"
fips,31047.0,"Dawson, NE"
fips,31049.0,"Deuel, NE"
fips,31051.0,"Dixon, NE"
fips,31053.0,"Dodge, NE"
fips,31055.0,"Douglas, NE"
fips,31057.0,"Dundy, NE"
fips,31059.0,"Fillmore, NE"
fips,31061.0,"Franklin, NE"
fips,31063.0,"Frontier, NE"
fips,31065.0,"Furnas, NE"
fips,31067.0,"Gage, NE"
fips,31069.0,"Garden, NE"
fips,31071.0,"Garfield, NE"
fips,31073.0,"Gosper, NE"
fips,31075.0,"Grant, NE"
fips,31077.0,"Greeley, NE"
fips,31079.0,"Hall, NE"
fips,31081.0,"Hamilton, NE"
fips,31083.0,"Harlan, NE"
fips,31085.0,"Hayes, NE"
fips,31087.0,"Hitchcock, NE"
fips,31089.0,"Holt, NE"
fips,31091.0,"Hooker, NE"
fips,31093.0,"Howard, NE"
fips,31095.0,"Jefferson, NE"
fips,31097.0,"Johnson, NE"
fips,31099.0,"Kearney, NE"
fips,31101.0,"Keith, NE"
fips,31103.0,"Keya Paha, NE"
fips,31105.0,"Kimball, NE"
fips,31107.0,"Knox, NE"
fips,31109.0,"Lancaster, NE"
fips,31111.0,"Lincoln, NE"
fips,31113.0,"Logan, NE"
fips,31115.0,"Loup, NE"
fips,31117.0,"McPherson, NE"
fips,31119.0,"Madison, NE"
fips,31121.0,"Merrick, NE"
fips,31123.0,"Morrill, NE"
fips,31125.0,"Nance, NE"
fips,31127.0,"Nemaha, NE"
fips,31129.0,"Nuckolls, NE"
fips,31131.0,"Otoe, NE"
fips,31133.0,"Pawnee, NE"
fips,31135.0,"Perkins, NE"
fips,31137.0,"Phelps, NE"
fips,31139.0,"Pierce, NE"
fips,31141.0,"Platte, NE"
fips,31143.0,"Polk, NE"
fips,31145.0,"Red Willow, NE"
fips,31147.0,"Richardson, NE"
fips,31149.0,"Rock, NE"
fips,31151.0,"Saline, NE"
fips,31153.0,"Sarpy, NE"
fips,31155.0,"Saunders, NE"
fips,31157.0,"Scotts Bluff, NE"
fips,31159.0,"Seward, NE"
fips,31161.0,"Sheridan, NE"
fips,31163.0,"Sherman, NE"
fips,31165.0,"Sioux, NE"
fips,31167.0,"Stanton, NE"
fips,31169.0,"Thayer, NE"
fips,31171.0,"Thomas, NE"
fips,31173.0,"Thurston, NE"
fips,31175.0,"Valley, NE"
fips,31177.0,"Washington, NE"
fips,31179.0,"Wayne, NE"
fips,31181.0,"Webster, NE"
fips,31183.0,"Wheeler, NE"
fips,31185.0,"York, NE"
fips,32000.0,NEVADA
fips,32001.0,"Churchill, NV"
fips,32003.0,"Clark, NV"
fips,32005.0,"Douglas, NV"
fips,32007.0,"Elko, NV"
fips,32009.0,"Esmeralda, NV"
fips,32011.0,"Eureka, NV"
fips,32013.0,"Humboldt, NV"
fips,32015.0,"Lander, NV"
fips,32017.0,"Lincoln, NV"
fips,32019.0,"Lyon, NV"
fips,32021.0,"Mineral, NV"
fips,32023.0,"Nye, NV"
fips,32027.0,"Pershing, NV"
fips,32029.0,"Storey, NV"
fips,32031.0,"Washoe, NV"
fips,32033.0,"White Pine, NV"
fips,32510.0,"Carson City city, NV"
fips,33000.0,NEW HAMPSHIRE
fips,33001.0,"Belknap, NH"
fips,33003.0,"Carroll, NH"
fips,33005.0,"Cheshire, NH"
fips,33007.0,"Coos, NH"
fips,33009.0,"Grafton, NH"
fips,33011.0,"Hillsborough, NH"
fips,33013.0,"Merrimack, NH"
fips,33015.0,"Rockingham, NH"
fips,33017.0,"Strafford, NH"
fips,33019.0,"Sullivan, NH"
fips,34000.0,NEW JERSEY
fips,34001.0,"Atlantic, NJ"
fips,34003.0,"Bergen, NJ"
fips,34005.0,"Burlington, NJ"
fips,34007.0,"Camden, NJ"
fips,34009.0,"Cape May, NJ"
fips,34011.0,"Cumberland, NJ"
fips,34013.0,"Essex, NJ"
fips,34015.0,"Gloucester, NJ"
fips,34017.0,"Hudson, NJ"
fips,34019.0,"Hunterdon, NJ"
fips,34021.0,"Mercer, NJ"
fips,34023.0,"Middlesex, NJ"
fips,34025.0,"Monmouth, NJ"
fips,34027.0,"Morris, NJ"
fips,34029.0,"Ocean, NJ"
fips,34031.0,"Passaic, NJ"
fips,34033.0,"Salem, NJ"
fips,34035.0,"Somerset, NJ"
fips,34037.0,"Sussex, NJ"
fips,34039.0,"Union, NJ"
fips,34041.0,"Warren, NJ"
fips,35000.0,NEW MEXICO
fips,35001.0,"Bernalillo, NM"
fips,35003.0,"Catron, NM"
fips,35005.0,"Chaves, NM"
fips,35006.0,"Cibola, NM"
fips,35007.0,"Colfax, NM"
fips,35009.0,"Curry, NM"
fips,35011.0,"De Baca, NM"
fips,35013.0,"Dona Ana, NM"
fips,35015.0,"Eddy, NM"
fips,35017.0,"Grant, NM"
fips,35019.0,"Guadalupe, NM"
fips,35021.0,"Harding, NM"
fips,35023.0,"Hidalgo, NM"
fips,35025.0,"Lea, NM"
fips,35027.0,"Lincoln, NM"
fips,35028.0,"Los Alamos, NM"
fips,35029.0,"Luna, NM"
fips,35031.0,"McKinley, NM"
fips,35033.0,"Mora, NM"
fips,35035.0,"Otero, NM"
fips,35037.0,"Quay, NM"
fips,35039.0,"Rio Arriba, NM"
fips,35041.0,"Roosevelt, NM"
fips,35043.0,"Sandoval, NM"
fips,35045.0,"San Juan, NM"
fips,35047.0,"San Miguel, NM"
fips,35049.0,"Santa Fe, NM"
fips,35051.0,"Sierra, NM"
fips,35053.0,"Socorro, NM"
fips,35055.0,"Taos, NM"
fips,35057.0,"Torrance, NM"
fips,35059.0,"Union, NM"
fips,35061.0,"Valencia, NM"
fips,36000.0,NEW YORK
fips,36001.0,"Albany, NY"
fips,36003.0,"Allegany, NY"
fips,36005.0,"Bronx, NY"
fips,36007.0,"Broome, NY"
fips,36009.0,"Cattaraugus, NY"
fips,36011.0,"Cayuga, NY"
fips,36013.0,"Chautauqua, NY"
fips,36015.0,"Chemung, NY"
fips,36017.0,"Chenango, NY"
fips,36019.0,"Clinton, NY"
fips,36021.0,"Columbia, NY"
fips,36023.0,"Cortland, NY"
fips,36025.0,"Delaware, NY"
fips,36027.0,"Dutchess, NY"
fips,36029.0,"Erie, NY"
fips,36031.0,"Essex, NY"
fips,36033.0,"Franklin, NY"
fips,36035.0,"Fulton, NY"
fips,36037.0,"Genesee, NY"
fips,36039.0,"Greene, NY"
fips,36041.0,"Hamilton, NY"
fips,36043.0,"Herkimer, NY"
fips,36045.0,"Jefferson, NY"
fips,36047.0,"Kings, NY"
fips,36049.0,"Lewis, NY"
fips,36051.0,"Livingston, NY"
fips,36053.0,"Madison, NY"
fips,36055.0,"Monroe, NY"
fips,36057.0,"Montgomery, NY"
fips,36059.0,"Nassau, NY"
fips,36061.0,"New York, NY"
fips,36063.0,"Niagara, NY"
fips,36065.0,"Oneida, NY"
fips,36067.0,"Onondaga, NY"
fips,36069.0,"Ontario, NY"
fips,36071.0,"Orange, NY"
fips,36073.0,"Orleans, NY"
fips,36075.0,"Oswego, NY"
fips,36077.0,"Otsego, NY"
fips,36079.0,"Putnam, NY"
fips,36081.0,"Queens, NY"
fips,36083.0,"Rensselaer, NY"
fips,36085.0,"Richmond, NY"
fips,36087.0,"Rockland, NY"
fips,36089.0,"St. Lawrence, NY"
fips,36091.0,"Saratoga, NY"
fips,36093.0,"Schenectady, NY"
fips,36095.0,"Schoharie, NY"
fips,36097.0,"Schuyler, NY"
fips,36099.0,"Seneca, NY"
fips,36101.0,"Steuben, NY"
fips,36103.0,"Suffolk, NY"
fips,36105.0,"Sullivan, NY"
fips,36107.0,"Tioga, NY"
fips,36109.0,"Tompkins, NY"
fips,36111.0,"Ulster, NY"
fips,36113.0,"Warren, NY"
fips,36115.0,"Washington, NY"
fips,36117.0,"Wayne, NY"
fips,36119.0,"Westchester, NY"
fips,36121.0,"Wyoming, NY"
fips,36123.0,"Yates, NY"
fips,37000.0,NORTH CAROLINA
fips,37001.0,"Alamance, NC"
fips,37003.0,"Alexander, NC"
fips,37005.0,"Alleghany, NC"
fips,37007.0,"Anson, NC"
fips,37009.0,"Ashe, NC"
fips,37011.0,"Avery, NC"
fips,37013.0,"Beaufort, NC"
fips,37015.0,"Bertie, NC"
fips,37017.0,"Bladen, NC"
fips,37019.0,"Brunswick, NC"
fips,37021.0,"Buncombe, NC"
fips,37023.0,"Burke, NC"
fips,37025.0,"Cabarrus, NC"
fips,37027.0,"Caldwell, NC"
fips,37029.0,"Camden, NC"
fips,37031.0,"Carteret, NC"
fips,37033.0,"Caswell, NC"
fips,37035.0,"Catawba, NC"
fips,37037.0,"Chatham, NC"
fips,37039.0,"Cherokee, NC"
fips,37041.0,"Chowan, NC"
fips,37043.0,"Clay, NC"
fips,37045.0,"Cleveland, NC"
fips,37047.0,"Columbus, NC"
fips,37049.0,"Craven, NC"
fips,37051.0,"Cumberland, NC"
fips,37053.0,"Currituck, NC"
fips,37055.0,"Dare, NC"
fips,37057.0,"Davidson, NC"
fips,37059.0,"Davie, NC"
fips,37061.0,"Duplin, NC"
fips,37063.0,"Durham, NC"
fips,37065.0,"Edgecombe, NC"
fips,37067.0,"Forsyth, NC"
fips,37069.0,"Franklin, NC"
fips,37071.0,"Gaston, NC"
fips,37073.0,"Gates, NC"
fips,37075.0,"Graham, NC"
fips,37077.0,"Granville, NC"
fips,37079.0,"Greene, NC"
fips,37081.0,"Guilford, NC"
fips,37083.0,"Halifax, NC"
fips,37085.0,"Harnett, NC"
fips,37087.0,"Haywood, NC"
fips,37089.0,"Henderson, NC"
fips,37091.0,"Hertford, NC"
fips,37093.0,"Hoke, NC"
fips,37095.0,"Hyde, NC"
fips,37097.0,"Iredell, NC"
fips,37099.0,"Jackson, NC"
fips,37101.0,"Johnston, NC"
fips,37103.0,"Jones, NC"
fips,37105.0,"Lee, NC"
fips,37107.0,"Lenoir, NC"
fips,37109.0,"Lincoln, NC"
fips,37111.0,"McDowell, NC"
fips,37113.0,"Macon, NC"
fips,37115.0,"Madison, NC"
fips,37117.0,"Martin, NC"
fips,37119.0,"Mecklenburg, NC"
fips,37121.0,"Mitchell, NC"
fips,37123.0,"Montgomery, NC"
fips,37125.0,"Moore, NC"
fips,37127.0,"Nash, NC"
fips,37129.0,"New Hanover, NC"
fips,37131.0,"Northampton, NC"
fips,37133.0,"Onslow, NC"
fips,37135.0,"Orange, NC"
fips,37137.0,"Pamlico, NC"
fips,37139.0,"Pasquotank, NC"
fips,37141.0,"Pender, NC"
fips,37143.0,"Perquimans, NC"
fips,37145.0,"Person, NC"
fips,37147.0,"Pitt, NC"
fips,37149.0,"Polk, NC"
fips,37151.0,"Randolph, NC"
fips,37153.0,"Richmond, NC"
fips,37155.0,"Robeson, NC"
fips,37157.0,"Rockingham, NC"
fips,37159.0,"Rowan, NC"
fips,37161.0,"Rutherford, NC"
fips,37163.0,"Sampson, NC"
fips,37165.0,"Scotland, NC"
fips,37167.0,"Stanly, NC"
fips,37169.0,"Stokes, NC"
fips,37171.0,"Surry, NC"
fips,37173.0,"Swain, NC"
fips,37175.0,"Transylvania, NC"
fips,37177.0,"Tyrrell, NC"
fips,37179.0,"Union, NC"
fips,37181.0,"Vance, NC"
fips,37183.0,"Wake, NC"
fips,37185.0,"Warren, NC"
fips,37187.0,"Washington, NC"
fips,37189.0,"Watauga, NC"
fips,37191.0,"Wayne, NC"
fips,37193.0,"Wilkes, NC"
fips,37195.0,"Wilson, NC"
fips,37197.0,"Yadkin, NC"
fips,37199.0,"Yancey, NC"
fips,38000.0,NORTH DAKOTA
fips,38001.0,"Adams, ND"
fips,38003.0,"Barnes, ND"
fips,38005.0,"Benson, ND"
fips,38007.0,"Billings, ND"
fips,38009.0,"Bottineau, ND"
fips,38011.0,"Bowman, ND"
fips,38013.0,"Burke, ND"
fips,38015.0,"Burleigh, ND"
fips,38017.0,"Cass, ND"
fips,38019.0,"Cavalier, ND"
fips,38021.0,"Dickey, ND"
fips,38023.0,"Divide, ND"
fips,38025.0,"Dunn, ND"
fips,38027.0,"Eddy, ND"
fips,38029.0,"Emmons, ND"
fips,38031.0,"Foster, ND"
fips,38033.0,"Golden Valley, ND"
fips,38035.0,"Grand Forks, ND"
fips,38037.0,"Grant, ND"
fips,38039.0,"Griggs, ND"
fips,38041.0,"Hettinger, ND"
fips,38043.0,"Kidder, ND"
fips,38045.0,"La Moure, ND"
fips,38047.0,"Logan, ND"
fips,38049.0,"McHenry, ND"
fips,38051.0,"McIntosh, ND"
fips,38053.0,"McKenzie, ND"
fips,38055.0,"McLean, ND"
fips,38057.0,"Mercer, ND"
fips,38059.0,"Morton, ND"
fips,38061.0,"Mountrail, ND"
fips,38063.0,"Nelson, ND"
fips,38065.0,"Oliver, ND"
fips,38067.0,"Pembina, ND"
fips,38069.0,"Pierce, ND"
fips,38071.0,"Ramsey, ND"
fips,38073.0,"Ransom, ND"
fips,38075.0,"Renville, ND"
fips,38077.0,"Richland, ND"
fips,38079.0,"Rolette, ND"
fips,38081.0,"Sargent, ND"
fips,38083.0,"Sheridan, ND"
fips,38085.0,"Sioux, ND"
fips,38087.0,"Slope, ND"
fips,38089.0,"Stark, ND"
fips,38091.0,"Steele, ND"
fips,38093.0,"Stutsman, ND"
fips,38095.0,"Towner, ND"
fips,38097.0,"Traill, ND"
fips,38099.0,"Walsh, ND"
fips,38101.0,"Ward, ND"
fips,38103.0,"Wells, ND"
fips,38105.0,"Williams, ND"
fips,39000.0,OHIO
fips,39001.0,"Adams, OH"
fips,39003.0,"Allen, OH"
fips,39005.0,"Ashland, OH"
fips,39007.0,"Ashtabula, OH"
fips,39009.0,"Athens, OH"
fips,39011.0,"Auglaize, OH"
fips,39013.0,"Belmont, OH"
fips,39015.0,"Brown, OH"
fips,39017.0,"Butler, OH"
fips,39019.0,"Carroll, OH"
fips,39021.0,"Champaign, OH"
fips,39023.0,"Clark, OH"
fips,39025.0,"Clermont, OH"
fips,39027.0,"Clinton, OH"
fips,39029.0,"Columbiana, OH"
fips,39031.0,"Coshocton, OH"
fips,39033.0,"Crawford, OH"
fips,39035.0,"Cuyahoga, OH"
fips,39037.0,"Darke, OH"
fips,39039.0,"Defiance, OH"
fips,39041.0,"Delaware, OH"
fips,39043.0,"Erie, OH"
fips,39045.0,"Fairfield, OH"
fips,39047.0,"Fayette, OH"
fips,39049.0,"Franklin, OH"
fips,39051.0,"Fulton, OH"
fips,39053.0,"Gallia, OH"
fips,39055.0,"Geauga, OH"
fips,39057.0,"Greene, OH"
fips,39059.0,"Guernsey, OH"
fips,39061.0,"Hamilton, OH"
fips,39063.0,"Hancock, OH"
fips,39065.0,"Hardin, OH"
fips,39067.0,"Harrison, OH"
fips,39069.0,"Henry, OH"
fips,39071.0,"Highland, OH"
fips,39073.0,"Hocking, OH"
fips,39075.0,"Holmes, OH"
fips,39077.0,"Huron, OH"
fips,39079.0,"Jackson, OH"
fips,39081.0,"Jefferson, OH"
fips,39083.0,"Knox, OH"
fips,39085.0,"Lake, OH"
fips,39087.0,"Lawrence, OH"
fips,39089.0,"Licking, OH"
fips,39091.0,"Logan, OH"
fips,39093.0,"Lorain, OH"
fips,39095.0,"Lucas, OH"
fips,39097.0,"Madison, OH"
fips,39099.0,"Mahoning, OH"
fips,39101.0,"Marion, OH"
fips,39103.0,"Medina, OH"
fips,39105.0,"Meigs, OH"
fips,39107.0,"Mercer, OH"
fips,39109.0,"Miami, OH"
fips,39111.0,"Monroe, OH"
fips,39113.0,"Montgomery, OH"
fips,39115.0,"Morgan, OH"
fips,39117.0,"Morrow, OH"
fips,39119.0,"Muskingum, OH"
fips,39121.0,"Noble, OH"
fips,39123.0,"Ottawa, OH"
fips,39125.0,"Paulding, OH"
fips,39127.0,"Perry, OH"
fips,39129.0,"Pickaway, OH"
fips,39131.0,"Pike, OH"
fips,39133.0,"Portage, OH"
fips,39135.0,"Preble, OH"
fips,39137.0,"Putnam, OH"
fips,39139.0,"Richland, OH"
fips,39141.0,"Ross, OH"
fips,39143.0,"Sandusky, OH"
fips,39145.0,"Scioto, OH"
fips,39147.0,"Seneca, OH"
fips,39149.0,"Shelby, OH"
fips,39151.0,"Stark, OH"
fips,39153.0,"Summit, OH"
fips,39155.0,"Trumbull, OH"
fips,39157.0,"Tuscarawas, OH"
fips,39159.0,"Union, OH"
fips,39161.0,"Van Wert, OH"
fips,39163.0,"Vinton, OH"
fips,39165.0,"Warren, OH"
fips,39167.0,"Washington, OH"
fips,39169.0,"Wayne, OH"
fips,39171.0,"Williams, OH"
fips,39173.0,"Wood, OH"
fips,39175.0,"Wyandot, OH"
fips,40000.0,OKLAHOMA
fips,40001.0,"Adair, OK"
fips,40003.0,"Alfalfa, OK"
fips,40005.0,"Atoka, OK"
fips,40007.0,"Beaver, OK"
fips,40009.0,"Beckham, OK"
fips,40011.0,"Blaine, OK"
fips,40013.0,"Bryan, OK"
fips,40015.0,"Caddo, OK"
fips,40017.0,"Canadian, OK"
fips,40019.0,"Carter, OK"
fips,40021.0,"Cherokee, OK"
fips,40023.0,"Choctaw, OK"
fips,40025.0,"Cimarron, OK"
fips,40027.0,"Cleveland, OK"
fips,40029.0,"Coal, OK"
fips,40031.0,"Comanche, OK"
fips,40033.0,"Cotton, OK"
fips,40035.0,"Craig, OK"
fips,40037.0,"Creek, OK"
fips,40039.0,"Custer, OK"
fips,40041.0,"Delaware, OK"
fips,40043.0,"Dewey, OK"
fips,40045.0,"Ellis, OK"
fips,40047.0,"Garfield, OK"
fips,40049.0,"Garvin, OK"
fips,40051.0,"Grady, OK"
fips,40053.0,"Grant, OK"
fips,40055.0,"Greer, OK"
fips,40057.0,"Harmon, OK"
fips,40059.0,"Harper, OK"
fips,40061.0,"Haskell, OK"
fips,40063.0,"Hughes, OK"
fips,40065.0,"Jackson, OK"
fips,40067.0,"Jefferson, OK"
fips,40069.0,"Johnston, OK"
fips,40071.0,"Kay, OK"
fips,40073.0,"Kingfisher, OK"
fips,40075.0,"Kiowa, OK"
fips,40077.0,"Latimer, OK"
fips,40079.0,"Le Flore, OK"
fips,40081.0,"Lincoln, OK"
fips,40083.0,"Logan, OK"
fips,40085.0,"Love, OK"
fips,40087.0,"McClain, OK"
fips,40089.0,"McCurtain, OK"
fips,40091.0,"McIntosh, OK"
fips,40093.0,"Major, OK"
fips,40095.0,"Marshall, OK"
fips,40097.0,"Mayes, OK"
fips,40099.0,"Murray, OK"
fips,40101.0,"Muskogee, OK"
fips,40103.0,"Noble, OK"
fips,40105.0,"Nowata, OK"
fips,40107.0,"Okfuskee, OK"
fips,40109.0,"Oklahoma, OK"
fips,40111.0,"Okmulgee, OK"
fips,40113.0,"Osage, OK"
fips,40115.0,"Ottawa, OK"
fips,40117.0,"Pawnee, OK"
fips,40119.0,"Payne, OK"
fips,40121.0,"Pittsburg, OK"
fips,40123.0,"Pontotoc, OK"
fips,40125.0,"Pottawatomie, OK"
fips,40127.0,"Pushmataha, OK"
fips,40129.0,"Roger Mills, OK"
fips,40131.0,"Rogers, OK"
fips,40133.0,"Seminole, OK"
fips,40135.0,"Sequoyah, OK"
fips,40137.0,"Stephens, OK"
fips,40139.0,"Texas, OK"
fips,40141.0,"Tillman, OK"
fips,40143.0,"Tulsa, OK"
fips,40145.0,"Wagoner, OK"
fips,40147.0,"Washington, OK"
fips,40149.0,"Washita, OK"
fips,40151.0,"Woods, OK"
fips,40153.0,"Woodward, OK"
fips,41000.0,OREGON
fips,41001.0,"Baker, OR"
fips,41003.0,"Benton, OR"
fips,41005.0,"Clackamas, OR"
fips,41007.0,"Clatsop, OR"
fips,41009.0,"Columbia, OR"
fips,41011.0,"Coos, OR"
fips,41013.0,"Crook, OR"
fips,41015.0,"Curry, OR"
fips,41017.0,"Deschutes, OR"
fips,41019.0,"Douglas, OR"
fips,41021.0,"Gilliam, OR"
fips,41023.0,"Grant, OR"
fips,41025.0,"Harney, OR"
fips,41027.0,"Hood River, OR"
fips,41029.0,"Jackson, OR"
fips,41031.0,"Jefferson, OR"
fips,41033.0,"Josephine, OR"
fips,41035.0,"Klamath, OR"
fips,41037.0,"Lake, OR"
fips,41039.0,"Lane, OR"
fips,41041.0,"Lincoln, OR"
fips,41043.0,"Linn, OR"
fips,41045.0,"Malheur, OR"
fips,41047.0,"Marion, OR"
fips,41049.0,"Morrow, OR"
fips,41051.0,"Multnomah, OR"
fips,41053.0,"Polk, OR"
fips,41055.0,"Sherman, OR"
fips,41057.0,"Tillamook, OR"
fips,41059.0,"Umatilla, OR"
fips,41061.0,"Union, OR"
fips,41063.0,"Wallowa, OR"
fips,41065.0,"Wasco, OR"
fips,41067.0,"Washington, OR"
fips,41069.0,"Wheeler, OR"
fips,41071.0,"Yamhill, OR"
fips,42000.0,PENNSYLVANIA
fips,42001.0,"Adams, PA"
fips,42003.0,"Allegheny, PA"
fips,42005.0,"Armstrong, PA"
fips,42007.0,"Beaver, PA"
fips,42009.0,"Bedford, PA"
fips,42011.0,"Berks, PA"
fips,42013.0,"Blair, PA"
fips,42015.0,"Bradford, PA"
fips,42017.0,"Bucks, PA"
fips,42019.0,"Butler, PA"
fips,42021.0,"Cambria, PA"
fips,42023.0,"Cameron, PA"
fips,42025.0,"Carbon, PA"
fips,42027.0,"Centre, PA"
fips,42029.0,"Chester, PA"
fips,42031.0,"Clarion, PA"
fips,42033.0,"Clearfield, PA"
